seller_mean_price,total_weight_g,seller_mean_freight,seller_lng,product_volume_cm3,product_description_lenght,cat_mean_freight,cat_mean_price,payment_installments,state_mean_freight,num_items_ordered,spatial_dist,customer_lat,customer_lng,pay_credit_card
-31.42479580670595,-8.587881163004786,4.15793634429574,0.6419986639171839,-2.814256836697459,-6.592741814032197,-2.7714138808846474,-5.387104612775147,7.930880716890097,-0.25012033104896547,-2.2090289396047593,-0.4659251033514738,0.0,0.3163214135169983,-0.0621335855871439
-66.84922496594488,-17.928326581828298,7.505091825202108,-0.28059838227927686,-4.223880083709955,1.1049174884706736,11.292447964139283,1.361636312007904,4.754196262210607,-0.645636693239212,-1.675904460400343,-0.491784717515111,0.0,0.03569932699203491,-0.10171708643436432
-64.77751500174404,-6.814848678130656,3.6383737217634917,0.9635170444101095,-4.045823572576046,-3.077250830680132,-0.7228866894356907,-5.242403899878264,-5.018499618954957,-0.49014989495277406,43.732969039082526,-1.9263123128563167,-0.08260087251663208,-0.03569932699203491,-0.0723330669105053
-68.0752635205537,-41.13537655783817,7.949312485679984,0.19917467452585697,-4.629158858507871,-3.9152268578112124,8.38464259719476,-5.027725637853146,-8.148397703468799,-0.707557234019041,-1.80743539839983,-0.07949996933341026,0.0,-0.03569932699203491,-0.08827363088726997
-39.084285697788,-19.42023234287277,1.7649396318942308,-0.56876608222723,-3.801422057002783,-2.6488197526335715,-2.966448261141777,1.602706501930952,-7.94457670673728,-0.11716719806194305,-2.068698232024908,3.81257378295064,0.0,1.5464155530929566,0.3189086164534092
-65.64152388162911,-40.47221021508798,7.84051641240716,-0.1864777182787657,-7.91892881333828,-2.5670369970053435,8.67065521320328,1.0793090851604938,-8.688302332907915,-0.07955550596117973,-1.7645878483355046,-0.1712236860394478,0.0,0.03569932699203491,0.33100267305970194
-57.58789448656142,-21.406827266830952,9.330186248272657,-0.007590324357151985,-5.596418567225337,10.859948175251484,-3.027407868206501,2.102223448008299,-9.384498171955347,-0.7179118672013283,-1.5745849466323854,-7.057305687144399,0.0,-0.03569932699203491,0.33100267305970194
-14.195998536497354,50.692144787684086,11.613665495365858,-0.051250828504562376,-4.354927320554853,-4.129836097806692,-0.512986160852015,-5.5526106980443,-5.235993874631822,-0.997414159476757,117.28444157443941,-1.2530446178466081,-0.10674472808837891,-0.11807728052139282,-0.06545691039413214
-60.996661085560916,-26.71626637706533,9.528686771690845,-0.07035194344818592,-3.923675431907177,2.2891838832944633,-2.6919147319160404,1.4658594806492329,-3.5092931313812734,-0.8879254901409149,-1.5008202749490738,-5.840021669492126,0.0,-0.03569932699203491,-0.10171708643436432
61.48937277391553,-34.1706452139467,13.466955000385642,-0.11403120450675487,-10.334457081854344,-2.1160990973562,13.491838060431183,1.3623284104466438,-13.659405226185918,-0.7814087688922882,-2.4567182540893553,-8.03788913153112,0.0,-0.03569932699203491,0.10381334714591503
